id,synset1,depth1,sentence1,synset2,depth2,sentence2,specific
7266,Synset('chap.n.01'),2,that chap is your host,Synset('back_burner.n.01'),1,dozens of cases were put on the back burner,0
7267,Synset('mortgagor.n.01'),2,we became mortgagors when the bank accepted our mortgage and loaned us the money to buy our new home,Synset('forwarding.n.01'),1,the forwarding of mail to a new address is done automatically,0
7268,Synset('publicity.n.02'),1,the publicity of the court room,Synset('cracker.n.03'),4,crackers are often mistakenly called hackers,1
7269,Synset('tucker-bag.n.01'),1,the swagman filled his tuckerbag,Synset('magic_bullet.n.01'),2,there is no magic bullet against cancer,1
7270,Synset('forefather.n.02'),2,our forefathers brought forth a great nation,Synset('emoticon.n.01'),1,:-( and :-) are emoticons,0
7271,Synset('humor.n.05'),2,the humors are blood and phlegm and yellow and black bile,Synset('ring_containment.n.01'),1,ring containment is a proven method of halting a smallpox epidemic,0
7272,Synset('sale.n.02'),2,they tried to boost sales,Synset('attempt.n.01'),1,made an effort to cover all the reading material,0
7273,Synset('pun.n.01'),1,I do it for the pun of it,Synset('window.n.04'),2,he could see them through a window in the trees,1
7274,Synset('intervention.n.04'),2,the purpose of intervention is to prevent unnecessary duplication of lawsuits,Synset('night.n.07'),1,he watched television every night,0
7275,Synset('cavern.n.01'),2,his eyes were dark caverns,Synset('inpouring.n.01'),1,an inpouring of spiritual comfort,0
7276,Synset('writing.n.03'),2,the idea occurs with increasing frequency in Hemingway's writings,Synset('car.n.04'),1,the car was on the top floor,0
7277,Synset('zakat.n.01'),2,the zakat is earmarked for the poor and disabled,Synset('troop.n.04'),1,a troop of children,0
7278,Synset('cash.n.01'),1,there is a desperate shortage of hard cash,Synset('hand.n.10'),2,all hands on deck,1
7279,Synset('urgency.n.02'),1,the urgency of his need,Synset('father.n.05'),2,the tennis fathers ruled in her favor,1
7280,Synset('easiness.n.01'),1,the easiness we feel when sleeping,Synset('prerequisite.n.01'),2,Latin was a prerequisite for admission,1
7281,Synset('school.n.07'),1,a school of small glittering fish swam by,Synset('medium.n.07'),2,the dissolving medium is called a solvent,1
7282,Synset('third.n.04'),1,a simple harmony written in major thirds,Synset('street_name.n.02'),2,`smack' is a street name for heroin,1
7283,Synset('call.n.12'),1,he was ejected for protesting the call,Synset('transgressor.n.01'),2,the way of transgressors is hard,1
7284,Synset('barrel.n.05'),3,a barrel of beer is 31 gallons and a barrel of oil is 42 gallons,Synset('strand.n.01'),1,he tried to pick up the strands of his former life,0
7285,Synset('place.n.12'),2,he lost his place on the page,Synset('perspiration.n.02'),1,perspiration is a homeostatic process,0
7286,Synset('dead.n.02'),1,the dead of winter,Synset('owner.n.01'),2,he is the owner of a chain of restaurants,1
7287,Synset('tubocurarine.n.01'),5,curare acts by blocking cholinergic transmission at the myoneural junction,Synset('capability.n.02'),1,the capability of a metal to be fused,0
7288,Synset('fulvic_acid.n.01'),2,they measured the fluvial fulvic acid,Synset('don.n.06'),1,Don Roberto,0
7289,Synset('intensity.n.01'),1,he adjusted the intensity of the sound,Synset('economic_strangulation.n.01'),2,the economic strangulation of the Jews by the Nazi Party,1
7290,Synset('smart_bomb.n.01'),2,smart bombs have revolutionized aerial bombardment,Synset('secretary_of_the_interior.n.01'),1,the position of Interior Secretary was created in 1849,0
7291,Synset('alpha.n.02'),1,"the Alpha and Omega, the first and the last, the beginning and the end",Synset('guard.n.02'),4,the left guard was injured on the play,1
7292,Synset('religion.n.01'),2,he lost his faith but not his morality,Synset('specimen.n.02'),1,they collected a urine specimen for urinalysis,0
7293,Synset('caller.n.06'),2,who is the caller of this meeting?,Synset('gold_coast.n.02'),1,Chicago's gold coast is along Lake Michigan,0
7294,Synset('light.n.08'),2,the light of my life,Synset('pun.n.01'),1,I do it for the pun of it,0
7295,Synset('worse.n.01'),1,for better or for worse,Synset('dog.n.03'),2,you lucky dog,1
7296,Synset('speculativeness.n.02'),1,her work is highly contentious because of its speculativeness and lack of supporting evidence,Synset('ear.n.02'),2,he had a keen ear,1
7297,Synset('rallying.n.01'),2,the bell was a signal for the rallying of the whole neighborhood,Synset('defect.n.03'),1,a flaw caused the crystal to shatter,0
7298,Synset('twilight.n.01'),1,he loved the twilight,Synset('stretch.n.01'),2,a stretch of highway,1
7299,Synset('defensive_structure.n.01'),1,the artillery battered down the defenses,Synset('alabama.n.02'),4,the Alabamas were members of the Creek Confederacy,1
7300,Synset('stifler.n.01'),2,he is a real conversation stifler,Synset('navel.n.02'),1,the Incas believed that Cuzco was the navel of the universe,0
7301,Synset('attendant.n.02'),2,he was a regular attender at department meetings,Synset('population.n.01'),1,the population seemed to be well fed and clothed,0
7302,Synset('ruler.n.01'),2,swayer of the universe,Synset('thereness.n.01'),1,things are really there...capture the thereness of them,0
7303,Synset('huddler.n.02'),2,low huddlers against the wind,Synset('determination.n.02'),1,his determination showed in his every movement,0
7304,Synset('private.n.01'),2,our prisoner was just a private and knew nothing of value,Synset('throes.n.01'),1,death throes,0
7305,Synset('oppression.n.02'),1,after years of oppression they finally revolted,Synset('bawler.n.02'),2,their new baby is a real bawler,1
7306,Synset('slave.n.03'),2,a slave to fashion,Synset('security.n.05'),1,bankers are reluctant to lend without good security,0
7307,Synset('ethnarch.n.01'),2,the election of Makarios III to archbishop gave him the status of the ethnarch of Cyprus,Synset('row.n.01'),1,a row of chairs,0
7308,Synset('waif.n.01'),2,street children beg or steal in order to survive,Synset('shot.n.14'),1,he is still recovering from a shot to his leg,0
7309,Synset('bandwagon.n.02'),2,the gaudy bandwagon led the circus parade,Synset('success.n.01'),1,let's call heads a success and tails a failure,0
7310,Synset('boneshaker.n.01'),2,that old bike without rubber tires was a real boneshaker,Synset('artwork.n.01'),1,the publisher was responsible for all the artwork in the book,0
7311,Synset('nub.n.02'),1,a nub of coal,Synset('base_metal.n.01'),2,"lead, iron, copper, tin, and zinc are base metals",1
7312,Synset('prey.n.01'),2,he fell prey to muggers,Synset('pledge.n.01'),1,his saxophone was in pledge,0
7313,Synset('charge.n.08'),1,the charges against the estate,Synset('extracellular_fluid.n.01'),2,the body normally has about 15 quarts of extracellular fluid,1
7314,Synset('backup.n.04'),1,he made a backup in case the original was accidentally damaged or erased,Synset('charge.n.07'),2,the teacher led her charges across the street,1
7315,Synset('stretch.n.01'),2,a stretch of highway,Synset('marriage.n.04'),1,the marriage of music and dance,0
7316,Synset('disarming.n.01'),2,the disarmament of the aggressor nations must be complete,Synset('bitter_end.n.01'),1,he was determined to fight to the bitter end,0
7317,Synset('place.n.10'),1,he overstepped his place,Synset('soul.n.05'),4,soul was politically significant during the Civil Rights movement,1
7318,Synset('conducting.n.02'),2,he does not use a baton for conducting,Synset('hap.n.01'),1,he recorded all the little haps and mishaps of his life,0
7319,Synset('tour.n.01'),1,they took an extended tour of Europe,Synset('text.n.02'),2,the preacher chose a text from Psalms to introduce his sermon,1
7320,Synset('troop.n.04'),1,a troop of children,Synset('starvation.n.02'),2,the besiegers used starvation to induce surrender,1
7321,Synset('pointedness.n.02'),1,the pointedness of his sarcasm was unmistakable,Synset('economy.n.03'),2,the Scots are famous for their economy,1
7322,Synset('barrel.n.05'),3,a barrel of beer is 31 gallons and a barrel of oil is 42 gallons,Synset('crawl.n.01'),1,the traffic advanced at a crawl,0
7323,Synset('brahman.n.02'),4,originally all brahmans were priests,Synset('transfiguration.n.03'),1,the metamorphosis of the old house into something new and exciting,0
7324,Synset('authority.n.03'),2,he is an authority on corporate law,Synset('perception.n.02'),1,Luther had a new perception of the Bible,0
7325,Synset('facility.n.04'),1,catering facilities,Synset('fault.n.04'),2,they built it right over a geological fault,1
7326,Synset('clash.n.03'),1,her dress was a disturbing clash of colors,Synset('admirer.n.03'),2,she had many admirers,1
7327,Synset('sale.n.03'),1,they held a sale to reduce their inventory,Synset('nurser.n.01'),2,a great nurser of pennies,1
7328,Synset('capital.n.04'),1,printers once kept the type for capitals and for small letters in separate cases; capitals were kept in the upper half of the type case and so became known as upper-case letters,Synset('lactose.n.01'),3,cow's milk contains about 4.7% lactose,1
7329,Synset('endurance.n.01'),1,the marathon tests a runner's endurance,Synset('reorganization.n.01'),2,a committee was appointed to oversee the reorganization of the curriculum,1
7330,Synset('business.n.09'),2,his business with the cane was hilarious,Synset('relaxer.n.01'),1,music is a good relaxer,0
7331,Synset('practice.n.05'),1,it is not the local practice to wear shorts to dinner,Synset('santo_domingo.n.01'),3,Santo Domingo is the oldest continually inhabited European settlement in the Americas with the oldest cathedral and the oldest hospital and the oldest monastery in the Western Hemisphere,1
7332,Synset('turnout.n.06'),2,the turnout for the rally,Synset('duplicate.n.02'),1,he made a duplicate for the files,0
7333,Synset('busbar.n.01'),1,the busbar in this computer can transmit data either way between any two components of the system,Synset('votary.n.02'),2,a votary of Aphrodite,1
7334,Synset('tenant.n.01'),2,the landlord can evict a tenant who doesn't pay the rent,Synset('ladyship.n.01'),1,Your Ladyship,0
7335,Synset('handler.n.02'),2,the senator's campaign handlers,Synset('infrastructure.n.02'),1,the industrial base of Japan,0
7336,Synset('card.n.03'),2,they sent us a card from Miami,Synset('outdoors.n.01'),1,he wanted to get outdoors a little,0
7337,Synset('sarcasm.n.01'),1,he used sarcasm to upset his opponent,Synset('chlorofluorocarbon.n.01'),5,the chlorine in CFCs causes depletion of atmospheric ozone,1
7338,Synset('administration.n.02'),1,he claims that the present administration is corrupt,Synset('comfort_woman.n.01'),4,she wrote a book about her harsh experiences as a comfort woman,1
7339,Synset('influence.n.04'),1,the influence of mechanical action,Synset('quarter.n.11'),2,he dropped a word in the right quarter,1
7340,Synset('instigator.n.01'),2,she was the instigator of their quarrel,Synset('inactivation.n.01'),1,the gene inactivation system,0
7341,Synset('neptune.n.02'),3,the existence of Neptune was predicted from perturbations in the orbit of Uranus and it was then identified in 1846,Synset('debarment.n.02'),1,they achieved his debarment from holding public office,0
7342,Synset('estimate.n.05'),1,they had a high estimation of his ability,Synset('face.n.05'),2,he looked out at a roomful of faces,1
7343,Synset('shag.n.02'),1,the dog's woolly shag,Synset('arterial_blood.n.01'),2,except for the pulmonary artery the arterial blood is rich in oxygen,1
7344,Synset('automation.n.01'),2,automation replaces human workers by machines,Synset('mastering.n.01'),1,his mastering the art of cooking took a long time,0
7345,Synset('blaze.n.01'),1,the blaze spread rapidly,Synset('duty.n.01'),2,we must instill a sense of duty in our children,1
7346,Synset('wiggler.n.01'),2,the toddler was a real wiggler on plane trips,Synset('thunk.n.01'),1,the basketball made a thunk as it hit the rim,0
7347,Synset('facial_profiling.n.01'),1,facial profiling is a new form of airport security,Synset('carpetbagger.n.01'),2,after the Civil War the carpetbaggers from the north tried to take over the south,1
7348,Synset('interpreter.n.02'),2,his paintings reveal a sensitive interpreter of nature,Synset('broth.n.01'),1,she made gravy with a base of beef stock,0
7349,Synset('practice.n.05'),1,it is not the local practice to wear shorts to dinner,Synset('neptune.n.02'),3,the existence of Neptune was predicted from perturbations in the orbit of Uranus and it was then identified in 1846,1
7350,Synset('upper.n.02'),3,Uppers come in many styles,Synset('potency.n.02'),1,the toxin's potency,0
7351,Synset('service.n.05'),1,he retired after 30 years of service,Synset('battle_of_kerbala.n.01'),2,the Battle of Kerbala is the basis for the Ta'ziyehs that are performed annually,1
7352,Synset('clearance.n.03'),2,the plane was given clearance to land,Synset('pickup.n.05'),1,his car has a lot of pickup,0
7353,Synset('stand.n.12'),2,the army made a final stand at the Rhone,Synset('apparition.n.03'),1,a ghostly apparition at midnight,0
7354,Synset('nose.n.06'),2,the hound has a good nose,Synset('interest.n.05'),1,they have interests all over the world,0
7355,Synset('guise.n.01'),1,under the guise of friendship he betrayed them,Synset('waddler.n.01'),2,fat waddlers who walk like pigeons,1
7356,Synset('contrivance.n.03'),1,his testimony was just a contrivance to throw us off the track,Synset('woman.n.02'),2,he was faithful to his woman,1
7357,Synset('claimant.n.01'),2,claimants of unemployment compensation,Synset('succession.n.03'),1,he played the trumps in sequence,0
7358,Synset('janissary.n.01'),2,every politician has a following of janissaries,Synset('deal.n.09'),1,the captain was entrusted with the deal of provisions,0
7359,Synset('plaster_saint.n.01'),2,he's no plaster saint,Synset('booking.n.02'),1,wondered who had made the booking,0
7360,Synset('iraqi.n.01'),4,the majority of Iraqi are Arab Shiite Muslims although Sunni Muslims control the government,Synset('lyric.n.01'),1,his compositions always started with the lyrics,0
7361,Synset('finger.n.01'),2,her fingers were long and thin,Synset('brahms.n.02'),1,Brahms was included in the program,0
7362,Synset('cult.n.04'),2,it was a satanic cult,Synset('hire-purchase.n.01'),1,we bought a car on the never-never,0
7363,Synset('chemical_terrorism.n.01'),2,a good agent for chemical terrorism should be colorless and odorless and inexpensive and readily available and not detectable until symptoms are experienced,Synset('front.n.09'),1,he walked to the front of the stage,0
7364,Synset('weatherliness.n.01'),1,the Spanish ships had superior speed and weatherliness,Synset('roaster.n.01'),2,the honoree gave his roasters as good as he got,1
7365,Synset('isometry.n.02'),1,the isometries of the cube,Synset('utilizer.n.01'),2,not all organisms are utilizers of oxygen,1
7366,Synset('life.n.08'),2,his heroism saved a life,Synset('idealization.n.01'),1,the idealization of rural life was very misleading,0
7367,Synset('bearing.n.01'),1,those issues have no bearing on our situation,Synset('speaker.n.03'),2,the leader of the majority party is the Speaker of the House of Representatives,1
7368,Synset('length.n.03'),1,the editor limited the length of my article to 500 words,Synset('minder.n.01'),2,"I turned around and there, a few hundred feet away, was our government minder, Li Wong Su, huffing and puffing toward us",1
7369,Synset('protuberance.n.02'),1,the protuberance of his belly,Synset('enlightenment.n.03'),2,the Enlightenment brought about many humanitarian reforms,1
7370,Synset('bacteriophage.n.01'),2,phage uses the bacterium's machinery and energy to produce more phage until the bacterium is destroyed and phage is released to invade surrounding bacteria,Synset('thing.n.05'),1,a funny thing happened on the way to the...,0
7371,Synset('inductee.n.01'),2,Ty Cobb and Babe Ruth were 1936 inductees in the National Baseball Hall of Fame,Synset('focus.n.03'),1,the controversy brought clearly into focus an important difference of opinion,0
7372,Synset('hike.n.01'),1,she enjoys a hike in her spare time,Synset('crooning.n.01'),3,her crooning soon put the child to sleep,1
7373,Synset('shock.n.06'),1,it came as a shock to learn that he was injured,Synset('married.n.01'),2,we invited several young marrieds,1
7374,Synset('rebuke.n.01'),1,he had to take the rebuke with a smile on his face,Synset('offspring.n.01'),2,she was the mother of many offspring,1
7375,Synset('summer.n.02'),1,the golden summer of his life,Synset('ahuehuete.n.01'),2,some say the Tule tree is the world's largest single biomass,1
7376,Synset('sensitivity.n.02'),1,a galvanometer of extreme sensitivity,Synset('visiting.n.01'),2,"the purpose was to promote homes, clubs, visiting, and other services",1
7377,Synset('stick.n.09'),2,the policy so far is all stick and no carrot,Synset('side.n.04'),1,he examined all sides of the crystal,0
7378,Synset('picture.n.05'),1,the dictionary had many pictures,Synset('pleaser.n.01'),2,he is quite the crowd pleaser,1
7379,Synset('landing.n.03'),1,the plane made a smooth landing,Synset('suppressor.n.01'),2,dictators are suppressors of free speech,1
7380,Synset('character.n.04'),2,she played the part of Desdemona,Synset('reliance.n.01'),1,he wrote the paper with considerable reliance on the work of other scientists,0
7381,Synset('grudge.n.01'),1,holding a grudge,Synset('caller.n.05'),2,the callers were mothers summoning their children home for dinner,1
7382,Synset('work.n.01'),1,she checked several points needing further work,Synset('garbage_truck.n.01'),2,in Britain a garbage truck is called a dustcart,1
7383,Synset('relief.n.11'),1,he asked for troops for the relief of Atlanta,Synset('pollster.n.01'),2,a pollster conducts public opinion polls,1
7384,Synset('guardianship.n.02'),2,he left his car in my keeping,Synset('blind.n.02'),1,he waited impatiently in the blind,0
7385,Synset('tagger.n.02'),2,a theory that was simply added on by some anonymous tagger,Synset('extremity.n.01'),1,it is important to keep the extremities warm,0
7386,Synset('elasticity.n.01'),1,the waistband had lost its snap,Synset('active_placebo.n.01'),2,an active placebo mimics the side effects of the experimental drug,1
7387,Synset('agency.n.03'),1,the agency of providence,Synset('dust.n.03'),2,astronomers say that the empty space between planets actually contains measurable amounts of dust,1
7388,Synset('popularity.n.01'),1,his charm soon won him affection and popularity,Synset('yardie.n.01'),2,A much publicized raid on a yardie stronghold had first been simulated at Riot City,1
7389,Synset('turbulence.n.03'),1,the industrial revolution was a period of great turbulence,Synset('man.n.08'),4,she takes good care of her man,1
7390,Synset('traffic_pattern.n.01'),1,the traffic patterns around O'Hare are very crowded,Synset('sanction.n.04'),2,it had the sanction of the church,1
7391,Synset('mannequin.n.01'),2,she was too fat to be a mannequin,Synset('exception.n.01'),1,"with the exception of the children, everyone was told the news",0
7392,Synset('atrazine.n.01'),2,atrazine is thought to cause cancer and is banned in some European countries,Synset('guise.n.01'),1,under the guise of friendship he betrayed them,0
7393,Synset('dealing.n.01'),2,honest dealing,Synset('logic.n.03'),1,economic logic requires it,0
7394,Synset('slump.n.01'),1,the team went into a slump,Synset('brainstorming.n.01'),2,we had an intense brainstorming session today,1
7395,Synset('funeral.n.01'),1,hundreds of people attended his funeral,Synset('acrylamide.n.01'),2,they claimed that acrylamide is produced when certain carbohydrates are baked or fried at high temperatures,1
7396,Synset('product.n.05'),1,skill is the product of hours of practice,Synset('superoxide_dismutase.n.01'),5,oxygen free radicals are normally removed in our bodies by the superoxide dismutase enzymes,1
7397,Synset('jimdandy.n.01'),2,he's a jimdandy of a soldier,Synset('study.n.04'),1,she is in a deep study,0
7398,Synset('citizenship.n.02'),1,award for good citizenship,Synset('extracellular_fluid.n.01'),2,the body normally has about 15 quarts of extracellular fluid,1
7399,Synset('naturalness.n.03'),1,engineers strove to increase the naturalness of recorded music,Synset('preventive.n.01'),2,the doctor recommended several preventatives,1
7400,Synset('back_burner.n.01'),1,dozens of cases were put on the back burner,Synset('umbrella.n.02'),2,an air umbrella over England,1
7401,Synset('menu.n.04'),1,they worked rapidly down the menu of reports,Synset('cement.n.01'),2,they stood on the grey cement beside the pool,1
7402,Synset('undescended_testis.n.01'),2,undescended testicles have an increased risk for cancer,Synset('inactiveness.n.02'),1,he had to overcome his inertia and get back to work,0
7403,Synset('demon.n.03'),2,he worked like a demon to finish the job on time,Synset('flamboyance.n.01'),1,he wrote with great flamboyance,0
7404,Synset('fellow.n.06'),4,"Say, fellow, what are you doing?",Synset('fish.n.01'),1,the shark is a large fish,0
7405,Synset('intersection.n.04'),1,the set of red hats is the intersection of the set of hats and the set of red things,Synset('neptune.n.02'),3,the existence of Neptune was predicted from perturbations in the orbit of Uranus and it was then identified in 1846,1
7406,Synset('behalf.n.02'),1,in your behalf,Synset('strider.n.01'),2,he was such a strider that she couldn't keep up without running,1
7407,Synset('jimdandy.n.01'),2,he's a jimdandy of a soldier,Synset('technocracy.n.01'),1,technocracy was described as that society in which those who govern justify themselves by appeal to technical experts who justify themselves by appeal to scientific forms of knowledge,0
7408,Synset('end.n.07'),1,one end of the box was marked `This side up',Synset('guru.n.03'),2,a guru of genomics,1
7409,Synset('imbalance.n.01'),1,a hormonal imbalance,Synset('successor.n.01'),2,he was President Lincoln's successor,1
7410,Synset('light.n.08'),2,the light of my life,Synset('lyric.n.01'),1,his compositions always started with the lyrics,0
7411,Synset('section.n.01'),2,he always turns first to the business section,Synset('mottle.n.01'),1,"it was not dull grey as distance had suggested, but a mottle of khaki and black and olive-green",0
7412,Synset('exposure.n.01'),1,exposure to the weather,Synset('celebrity.n.01'),2,he was a baseball celebrity,1
7413,Synset('bill.n.09'),1,he pulled down the bill of his cap and trudged ahead,Synset('associate.n.01'),2,he had to consult his associate before continuing,1
7414,Synset('extension.n.08'),2,the dancer was praised for her uncanny extension,Synset('march.n.04'),3,the march went up Fifth Avenue,1
7415,Synset('medium.n.09'),2,he consulted several mediums,Synset('spike.n.07'),1,the second baseman sharpened his spikes before every game,0
7416,Synset('instigator.n.01'),2,she was the instigator of their quarrel,Synset('increase.n.03'),1,the increase in unemployment,0
7417,Synset('granite.n.02'),1,a man of granite,Synset('fondler.n.02'),2,the woman charged that her jailer was a fondler,1
7418,Synset('dealer.n.03'),2,a dealer in stolen goods,Synset('culture.n.04'),1,the culture of cells in a Petri dish,0
7419,Synset('proclamation.n.02'),1,his promulgation of the policy proved to be premature,Synset('hired_hand.n.01'),2,the hired hand fixed the railing,1
7420,Synset('telecom_hotel.n.01'),1,the telecom hotels are prime targets for bombing,Synset('barrel.n.05'),3,a barrel of beer is 31 gallons and a barrel of oil is 42 gallons,1
7421,Synset('alien_absconder.n.01'),2,"the government has categorized more than 320,000 foreigners as alien absconders",Synset('fissiparity.n.02'),1,the fissiparity of religious sects,0
7422,Synset('florist.n.01'),2,the florist made up an attractive bouquet,Synset('genetic_screening.n.01'),1,genetic screening of infants for phenylketonuria,0
7423,Synset('bargainer.n.02'),2,he is a hard bargainer,Synset('exploration.n.03'),1,he called for a careful exploration of the consequences,0
7424,Synset('somesthesia.n.01'),1,he relied on somesthesia to warn him of pressure changes,Synset('affiliation.n.02'),2,welcomed the affiliation of the research center with the university,1
7425,Synset('growth.n.04'),1,a growth of trees,Synset('officeholder.n.01'),4,he is an officer of the court,1
7426,Synset('harasser.n.02'),2,the harassers were not members of the regular army,Synset('incipiency.n.01'),1,he placed the incipience of democratic faith at around 1850,0
7427,Synset('illusion.n.02'),1,they have the illusion that I am very wealthy,Synset('airhead.n.01'),2,she's a total airhead,1
7428,Synset('bender.n.01'),1,he used pliers as a bender,Synset('grain.n.01'),2,a grain of sand,1
7429,Synset('guy.n.01'),4,a nice guy,Synset('monotony.n.01'),1,he had never grown accustomed to the monotony of his work,0
7430,Synset('slot.n.07'),1,they spend hours and hours just playing the slots,Synset('split.n.04'),2,he inserted the wedge into a split in the log,1
7431,Synset('zurich.n.01'),2,Zurich is the center of the German-speaking part of Switzerland,Synset('high_point.n.01'),1,the trumpet solo was the high point of the concert,0
7432,Synset('slapper.n.01'),2,someone slapped me on the back and I turned to see who the slapper was,Synset('sleepiness.n.01'),1,sleepiness causes many driving accidents,0
7433,Synset('derivation.n.04'),1,`singer' from `sing' or `undo' from `do' are examples of derivations,Synset('spectator.n.01'),2,the spectators applauded the performance,1
7434,Synset('housing_development.n.01'),1,they live in the new housing development,Synset('refill.n.01'),2,he got a refill of his prescription,1
7435,Synset('caller.n.04'),2,you need a fiddler and a caller for country dancing,Synset('out.n.01'),1,you only get 3 outs per inning,0
7436,Synset('brahman.n.02'),4,originally all brahmans were priests,Synset('operating_room.n.01'),1,great care is taken to keep the operating rooms aseptic,0
7437,Synset('junk_dna.n.01'),2,most of the genome consists of junk DNA,Synset('sex.n.04'),1,she didn't want to know the sex of the foetus,0
7438,Synset('field.n.03'),1,anthropologists do much of their work in the field,Synset('jumper.n.02'),2,he is one hell of a jumper,1
7439,Synset('charge.n.01'),1,the wrestler's charge carried him past his adversary,Synset('joker.n.02'),2,some joker is blocking the driveway,1
7440,Synset('shoveler.n.01'),2,a shoveler of coal,Synset('grocery_list.n.01'),1,the union came to the table with a whole grocery list of demands,0
7441,Synset('baseball.n.01'),2,he played baseball in high school,Synset('glare.n.01'),1,a glare of sunlight,0
7442,Synset('amphibious_landing.n.01'),3,MacArthur staged a massive amphibious landing behind enemy lines,Synset('sewing.n.02'),1,she put her sewing back in the basket,0
7443,Synset('fragment.n.01'),1,a fragment of rock,Synset('wearer.n.01'),2,the wearer of the crown,1
7444,Synset('superfetation.n.01'),1,superfetation is normal in some animal species,Synset('battle_of_kerbala.n.01'),2,the Battle of Kerbala is the basis for the Ta'ziyehs that are performed annually,1
7445,Synset('walk-in.n.01'),2,the emergency room was overrun with walk-ins,Synset('iraqi.n.01'),4,the majority of Iraqi are Arab Shiite Muslims although Sunni Muslims control the government,1
7446,Synset('female_child.n.01'),2,the baby was a girl,Synset('complement.n.04'),1,a fine wine is a perfect complement to the dinner,0
7447,Synset('cat.n.03'),6,what a cat she is!,Synset('audience.n.01'),1,the audience applauded,0
7448,Synset('reparation.n.02'),1,Germany was unable to pay the reparations demanded after World War I,Synset('simulation.n.02'),2,a simulation should imitate the internal processes and not merely the results of the thing being simulated,1
7449,Synset('spike.n.10'),1,the spike pierced the receipts and held them in order,Synset('wiggler.n.01'),2,the toddler was a real wiggler on plane trips,1
7450,Synset('hope.n.04'),2,he was their best hope for a victory,Synset('game.n.06'),1,the game is 6 all,0
7451,Synset('boss.n.03'),2,he is his own boss now,Synset('pass.n.03'),1,the coach sent in a passing play on third and long,0
7452,Synset('way.n.07'),1,they are on the way,Synset('criminalization.n.01'),2,the criminalization of marijuana,1
7453,Synset('member.n.02'),1,snakes are members of the class Reptilia,Synset('boarder.n.02'),4,stand by to repel boarders,1
7454,Synset('sweetheart.n.02'),2,he's a sweetheart,Synset('appalling.n.01'),1,is it better to view the appalling or merely hear of it?,0
7455,Synset('suit.n.01'),2,they buried him in his best suit,Synset('cityscape.n.01'),1,the dominant character of the cityscape is it poverty,0
7456,Synset('better.n.03'),2,the common man has been kept in his place by his betters,Synset('confines.n.01'),1,he stayed within the confines of the city,0
7457,Synset('course.n.02'),1,the government took a firm course,Synset('conclusion.n.08'),2,in conclusion I want to say...,1
7458,Synset('avail.n.01'),1,of no avail,Synset('caliph.n.01'),4,many radical Muslims believe a Khalifah will unite all Islamic lands and people and subjugate the rest of the world,1
7459,Synset('major.n.03'),2,she is a linguistics major,Synset('thinking.n.01'),1,thinking always made him frown,0
7460,Synset('primary_care_physician.n.01'),2,the primary care physician acts as a gatekeeper to the medical system,Synset('heads-up.n.01'),1,he sent a heads-up to the District Attorney,0
7461,Synset('weakness.n.03'),1,his weakness increased as he became older,Synset('duce.n.01'),2,Mussolini was called Il Duce,1
7462,Synset('country_doctor.n.01'),2,do country doctors still make house calls?,Synset('bottom.n.07'),1,they did much of their overseas trade in foreign bottoms,0
7463,Synset('recission.n.01'),1,recission may be brought about by decree or by mutual consent,Synset('kingmaker.n.02'),2,the Earl of Warwick was the first kingmaker,1
7464,Synset('form.n.16'),1,they built elaborate forms for pouring the foundation,Synset('residence.n.02'),2,he refused to live in the governor's residence,1
7465,Synset('arbor.n.03'),1,the arbor provided a shady resting place in the park,Synset('change.n.07'),2,she brought a change in her overnight bag,1
7466,Synset('sense.n.05'),1,a keen musical sense,Synset('pruner.n.01'),2,untouched by the pruner's axe,1
7467,Synset('person.n.03'),1,stop talking about yourself in the third person,Synset('rocket_scientist.n.01'),2,you do not have to be a rocket scientist to figure that out,1
7468,Synset('small_fortune.n.01'),1,he made a small fortune in the commodities market,Synset('allotrope.n.01'),2,graphite and diamond are allotropes of carbon,1
7469,Synset('good_faith.n.01'),1,he acted in good faith,Synset('mover.n.01'),2,the movers were very careful with the grand piano,1
7470,Synset('species.n.02'),1,a species of molecule,Synset('bidding.n.02'),3,they came at his bidding,1
7471,Synset('attendant.n.02'),2,he was a regular attender at department meetings,Synset('bridge.n.03'),1,his letters provided a bridge across the centuries,0
7472,Synset('draw.n.03'),1,the game ended in a draw,Synset('vexatious_litigation.n.01'),2,he got an injunction against vexatious litigation by his enemies,1
7473,Synset('frustration.n.03'),1,her constant complaints were the main source of his frustration,Synset('patient.n.01'),4,the number of emergency patients has grown rapidly,1
7474,Synset('justification.n.01'),1,he considered misrule a justification for revolution,Synset('plantar_wart.n.01'),2,pressure causes plantar warts to develop a painful callus around the soft center,1
7475,Synset('ring.n.02'),1,a ring of ships in the harbor,Synset('adviser.n.01'),2,an adviser helped students select their courses,1
7476,Synset('anchorage.n.03'),2,Anchorage is the largest city in Alaska,Synset('hospitalization.n.01'),1,now they try to shorten the patient's hospitalization,0
7477,Synset('low.n.03'),1,the stock market fell to a new low,Synset('cape_hatteras.n.01'),2,frequent storms drive ships to their destruction on Cape Hatteras,1
7478,Synset('shirtwaist.n.01'),2,in Britain they call a shirtwaist a shirtwaister,Synset('bitter_end.n.01'),1,he was determined to fight to the bitter end,0
7479,Synset('scalp.n.01'),2,they wanted to take his scalp as a trophy,Synset('operation.n.07'),1,the operations in building a house,0
