id,synset1,depth1,sentence1,synset2,depth2,sentence2,specific
13520,Synset('spot.v.04'),3,The wine spotted the tablecloth,Synset('tarnish.v.01'),4,The silver was tarnished by the long exposure to the air,1
13521,Synset('revoke.v.02'),5,He revoked the ban on smoking,Synset('renege.v.01'),6,She backed out of her promise,1
13522,Synset('ferment.v.03'),3,We ferment the grapes for a very long time to achieve high alcohol content,Synset('vinify.v.01'),4,vinify grape juice,1
13523,Synset('puncture.v.01'),4,puncture a tire,Synset('scarify.v.01'),5,The men in some African tribes scarify their faces,1
13524,Synset('cover.v.01'),1,cover her face with a handkerchief,Synset('plank.v.01'),2,The streets were planked,1
13525,Synset('stop.v.05'),1,stop a car,Synset('draw_up.v.03'),2,He pulled up the car in front of the hotel,1
13526,Synset('gull.v.02'),7,The immigrant was duped because he trusted everyone,Synset('pull_the_leg_of.v.01'),8,Are you pulling my leg?,1
13527,Synset('instruct.v.02'),9,She instructed the students to work on their pronunciation,Synset('charge.v.20'),10,The teacher charged the children to memorize the poem,1
13528,Synset('subject.v.01'),3,He subjected me to his awful poetry,Synset('shipwreck.v.03'),4,They were shipwrecked in one of the mysteries at sea,1
13529,Synset('strengthen.v.02'),2,His body strengthened,Synset('proof.v.05'),3,proof the materials against shrinking in the dryer,1
13530,Synset('retire.v.02'),2,He retired from chess,Synset('drop_out.v.02'),3,She hasn't heard from her brother in years--he dropped out after moving to California,1
13531,Synset('deliver.v.02'),4,our local super market delivers,Synset('subpoena.v.01'),6,The witness and her records were subpoenaed,1
13532,Synset('listen.v.02'),3,Listen to your father,Synset('incline.v.02'),4,He inclined his ear to the wise old man,1
13533,Synset('model.v.03'),3,We don't know the woman who posed for Leonardo so often,Synset('ramp.v.03'),4,the lion is rampant in this heraldic depiction,1
13534,Synset('blend.v.01'),3,blend the nuts and raisins together,Synset('commingle.v.01'),4,His book commingles sarcasm and sadness,1
13535,Synset('rate.v.03'),4,How would you rate his chances to become President?,Synset('appreciate.v.05'),6,The Germans want to appreciate the Deutsche Mark,1
13536,Synset('declare.v.01'),3,He declared that he needed more money to carry out the task he was charged with,Synset('declare.v.08'),5,His wife declared at once for moving to the West Coast,1
13537,Synset('churn.v.02'),2,the sea was churning in the storm,Synset('seethe.v.04'),3,The liquid was seething,1
13538,Synset('sample.v.01'),2,Try these new crackers,Synset('degust.v.01'),3,degust this wonderful soup,1
13539,Synset('pause.v.02'),5,We pause for station identification,Synset('take_ten.v.01'),6,The players took ten during the long rehearsal,1
13540,Synset('pass_on.v.04'),3,She passed the family jewels on to her daughter-in-law,Synset('propagate.v.01'),4,propagate these characteristics,1
13541,Synset('revenge.v.01'),2,He wants to avenge the murder of his brother,Synset('pay_back.v.02'),4,We'll get them!,1
13542,Synset('swell.v.06'),4,The water swells the wood,Synset('bloat.v.02'),5,Hunger bloated the child's belly,1
13543,Synset('draw.v.36'),8,Draw blood and pus,Synset('suppurate.v.01'),9,The oil suppurates the pustules,1
13544,Synset('attest.v.01'),6,His high fever attested to his illness,Synset('mirror.v.02'),8,The plane crash in Milan mirrored the attack in the World Trade Center,1
13545,Synset('mistreat.v.01'),4,This boss abuses his workers,Synset('kick_around.v.02'),5,They won't have me to kick around any more!,1
13546,Synset('worship.v.03'),3,They worship in the traditional manner,Synset('offer.v.09'),4,offer prayers to the gods,1
13547,Synset('appeal.v.02'),6,appeal to somebody for help,Synset('bid.v.03'),8,The prophet bid all people to become good persons,1
13548,Synset('reverence.v.01'),6,Fear God as your father,Synset('worship.v.02'),7,Many Hindus worship Shiva,1
13549,Synset('obtain.v.01'),2,How did you obtain the visa?,Synset('recruit.v.02'),5,The lab director recruited an able crew of assistants,1
13550,Synset('better.v.02'),2,The editor improved the manuscript with his changes,Synset('coapt.v.01'),6,The wounds were coapted,1
13551,Synset('break.v.10'),3,stop the project,Synset('lay_over.v.01'),6,We had to stop over in Venezuela on our flight back from Brazil,1
13552,Synset('charge.v.02'),1,he charged the director with indifference,Synset('defame.v.01'),2,The journalists have defamed me!,1
13553,Synset('fall_asleep.v.01'),1,he always falls asleep during lectures,Synset('zonk_out.v.02'),2,"after the long drive, we zonked out and slept for 10 hours",1
13554,Synset('look.v.03'),2,How does she look?,Synset('squint.v.03'),3,The driver squinted as the sun hit his windshield,1
13555,Synset('skid.v.04'),3,the wheels skidded against the sidewalk,Synset('submarine.v.01'),4,The child was injured when he submarined under the safety belt of the car,1
13556,Synset('perturb.v.01'),3,She was rather perturbed by the news that her father was seriously ill,Synset('eat.v.04'),5,What's eating you?,1
13557,Synset('attack.v.03'),2,The Serbs attacked the village at night,Synset('check.v.19'),3,He checked my kings,1
13558,Synset('impute.v.01'),3,We attributed this quotation to Shakespeare,Synset('blame.v.03'),4,We blamed the accident on her,1
13559,Synset('undertake.v.03'),5,guarantee to free the prisoners,Synset('underwrite.v.01'),6,The opera tour was subvented by a bank,1
13560,Synset('malfunction.v.01'),3,the coffee maker malfunctioned,Synset('jam.v.05'),4,the mechanism jammed,1
13561,Synset('snuff_out.v.01'),4,The Nazis snuffed out the life of many Jewish children,Synset('smother.v.05'),5,smother fires,1
13562,Synset('refresh.v.02'),4,The cool water refreshed us,Synset('vent.v.02'),5,air the old winter clothes,1
13563,Synset('remember.v.02'),1,Remember the Alamo,Synset('define.v.03'),5,What defines a good wine?,1
13564,Synset('straighten.v.03'),3,The students straightened when the teacher entered,Synset('rear_back.v.01'),5,the frightened horse reared back,1
13565,Synset('honk.v.01'),3,The horns of the taxis blared,Synset('tootle.v.01'),4,the saxophone player was tootling a sad melody,1
13566,Synset('inculcate.v.01'),7,inculcate values into the young generation,Synset('din.v.02'),8,he dinned the lessons into his students,1
13567,Synset('expect.v.01'),3,The meteorologists are expecting rain for tomorrow,Synset('believe.v.03'),4,I believe that he will come back from the war,1
13568,Synset('recapitulate.v.01'),8,Let's recapitulate the main ideas,Synset('retrograde.v.04'),9,retrograde arguments,1
13569,Synset('form.v.07'),2,the water formed little beads,Synset('head.v.08'),3,The wheat headed early this year,1
13570,Synset('substitute.v.03'),3,She stood in for the soprano who suffered from a cold,Synset('cover.v.17'),4,She is covering for our secretary who is ill this week,1
13571,Synset('return.v.06'),3,return a compliment,Synset('redound.v.01'),4,Fame redounds to the heroes,1
13572,Synset('persevere.v.01'),3,he persisted to call me every night,Synset('ask_for_it.v.01'),4,He is asking for trouble with his behavior,1
13573,Synset('blow.v.14'),2,The wind blew the leaves around in the yard,Synset('whiff.v.02'),3,The gust of air whiffed away the clouds,1
13574,Synset('proceed.v.02'),2,We proceeded towards Washington,Synset('roar.v.04'),3,desperadoes from the hills regularly roared in to take over the town,1
13575,Synset('keep.v.07'),2,He keeps the shop when I am gone,Synset('conserve.v.02'),3,We preserve these archeological findings,1
13576,Synset('overlap.v.02'),3,The roofs of the houses overlap in this crowded city,Synset('imbricate.v.02'),4,The roof tiles imbricate,1
13577,Synset('seize.v.01'),2,The sales clerk quickly seized the money on the counter,Synset('snap.v.12'),5,he snapped indignantly,1
13578,Synset('breed.v.03'),2,She breeds dogs,Synset('mongrelize.v.01'),3,mongrelized dogs,1
13579,Synset('loop.v.02'),4,loop a rope,Synset('crochet.v.02'),5,She sat there crocheting all day,1
13580,Synset('water.v.01'),3,Water the fields,Synset('hose.v.01'),4,hose the lawn,1
13581,Synset('sprinkle.v.02'),4,She splashed the water around her,Synset('drizzle.v.02'),5,drizzle the meat with melted butter,1
13582,Synset('clock.v.01'),6,he clocked the runners,Synset('mistime.v.01'),7,She mistimed the marathon runner,1
13583,Synset('segment.v.01'),3,segment an orange,Synset('quarter.v.03'),4,quarter an apple,1
13584,Synset('beat.v.10'),3,beat the egg whites,Synset('whisk.v.04'),4,whisk the eggs,1
13585,Synset('view.v.02'),2,view a problem,Synset('contemplate.v.01'),3,contemplate one's navel,1
13586,Synset('declare.v.01'),3,He declared that he needed more money to carry out the task he was charged with,Synset('assure.v.02'),5,I tell you that man is a crook!,1
13587,Synset('wet.v.01'),2,Wet your face,Synset('humidify.v.01'),4,We have a machine that humidifies the air in the house,1
13588,Synset('officiate.v.01'),3,Who officiated at your wedding?,Synset('marry.v.02'),4,The minister married us on Saturday,1
13589,Synset('loop.v.02'),4,loop a rope,Synset('crochet.v.02'),5,She sat there crocheting all day,1
13590,Synset('yoke.v.03'),3,Yoke the draft horses together,Synset('inspan.v.01'),4,inspan the draft animals,1
13591,Synset('show.v.08'),2,His good upbringing really shows,Synset('register.v.07'),3,Her surprise did not register,1
13592,Synset('forage.v.02'),3,The animals forage in the woods,Synset('raven.v.02'),4,These mammals predate certain eggs,1
13593,Synset('perfect.v.01'),3,perfect your French in Paris!,Synset('polish.v.03'),4,polish your social manners,1
13594,Synset('remember.v.01'),1,I can't remember saying any such thing,Synset('mistake.v.01'),4,Don't mistake her for her twin sister,1
13595,Synset('devitalize.v.01'),3,The recession devitalized the economy,Synset('eviscerate.v.04'),4,the compromise among the parties eviscerated the bill that had been proposed,1
13596,Synset('effect.v.01'),3,The scientists set up a shock wave,Synset('turn.v.17'),6,turn a somersault,1
13597,Synset('show.v.01'),2,She shows her dogs frequently,Synset('bring_home.v.01'),3,This brings home my point,1
13598,Synset('demand.v.03'),7,The bank demanded payment of the loan,Synset('command.v.03'),8,This speaker commands a high fee,1
13599,Synset('hew.v.01'),5,hew out a path in the rock,Synset('rough-hew.v.01'),6,rough-hew stone or timber,1
13600,Synset('legalize.v.01'),5,Marijuana should be legalized,Synset('monetize.v.01'),6,They monetized the lira,1
13601,Synset('pluck.v.04'),3,he plucked the strings of his mandolin,Synset('twang.v.04'),4,He twanged his bow,1
13602,Synset('spread.v.01'),1,The invaders spread their language all over the country,Synset('atomize.v.01'),5,atomize perfume,1
13603,Synset('extinguish.v.04'),3,Let's eliminate the course on Akkadian hieroglyphics,Synset('cut.v.33'),4,"We had to lose weight, so we cut the sugar from our diet",1
13604,Synset('drag.v.01'),3,He dragged the big suitcase behind him,Synset('tug.v.03'),6,The tugboat tugged the freighter into the harbor,1
13605,Synset('march.v.03'),3,He marched into the classroom and announced the exam,Synset('troop.v.02'),4,They children trooped into the room,1
13606,Synset('tumble.v.01'),3,The tower of the World Trade Center tumbled after the plane hit it,Synset('keel_over.v.01'),4,the man had a heart attack and keeled over,1
13607,Synset('pump.v.01'),5,pump the gas pedal,Synset('goose.v.03'),6,goose the car,1
13608,Synset('listen.v.01'),2,Listen to the sound of this cello,Synset('attend.v.05'),3,The children in the audience attended the recital quietly,1
13609,Synset('secrete.v.01'),4,secrete digestive juices,Synset('water.v.03'),5,My mouth watered at the prospect of a good dinner,1
13610,Synset('attend.v.05'),3,The children in the audience attended the recital quietly,Synset('fixate.v.02'),4,The media are fixating on Princess Diana's death,1
13611,Synset('spray.v.02'),4,spray water on someone,Synset('shower.v.02'),5,The guests showered rice on the couple,1
13612,Synset('compel.v.01'),2,We compel all students to fill out this form,Synset('clamor.v.03'),3,They clamored the mayor into building a new park,1
13613,Synset('deliver.v.01'),5,The commencement speaker presented a forceful speech that impressed the students,Synset('speechify.v.01'),6,These ministers speechify on every occasion,1
13614,Synset('emit.v.02'),1,The ozone layer blocks some harmful rays which the sun emits,Synset('ray.v.01'),2,That tower rays a laser beam for miles across the sky,1
13615,Synset('identify.v.06'),3,He identified his brother as one of the fugitives,Synset('taste.v.05'),4,We tasted wines last night,1
13616,Synset('extract.v.01'),2,pull weeds,Synset('wring_out.v.01'),3,wring out the washcloth,1
13617,Synset('convert.v.01'),2,We converted from 220 to 110 Volt,Synset('decimalize.v.02'),3,The country decimalized the currency in 1975,1
13618,Synset('make.v.15'),3,make a dress,Synset('manufacture.v.01'),4,the company fabricates plastic chairs,1
13619,Synset('froth.v.03'),4,the angry man was frothing at the mouth,Synset('lather.v.03'),5,this unfit horse lathers easily,1
13620,Synset('fold.v.01'),3,fold up the newspaper,Synset('corrugate.v.01'),4,corrugate iron,1
13621,Synset('line.v.04'),7,sorrow had lined his face,Synset('crisscross.v.02'),8,wrinkles crisscrossed her face,1
13622,Synset('think.v.01'),3,I think he is very smart,Synset('think.v.10'),4,Do you really think so?,1
13623,Synset('feel.v.01'),1,She felt resentful,Synset('die.v.05'),2,She died to worldly things and eventually entered a monastery,1
13624,Synset('stiffen.v.02'),2,Stiffen the cream by adding gelatine,Synset('starch.v.01'),3,starch clothes,1
13625,Synset('see.v.05'),4,She views this quite differently from me,Synset('reverence.v.01'),6,Fear God as your father,1
13626,Synset('press.v.01'),2,He pressed down on the boards,Synset('grit.v.02'),5,grit one's teeth,1
13627,Synset('pursue.v.02'),2,The police car pursued the suspected attacker,Synset('quest.v.02'),4,The dog went off and quested,1
13628,Synset('work_through.v.01'),2,We worked through an example,Synset('whip_through.v.01'),3,We whipped through the last papers that we had to read before the weekend,1
13629,Synset('exclaim.v.01'),2,`I won!' he exclaimed,Synset('ooh.v.01'),3,They oohed and aahed when they unwrapped the presents,1
13630,Synset('issue.v.04'),1,Water issued from the hole in the wall,Synset('fall.v.28'),2,silly phrases fell from her mouth,1
13631,Synset('slog.v.02'),3,Mules plodded in a circle around a grindstone,Synset('squelch.v.03'),4,We had to splosh across the wet meadow,1
13632,Synset('hang.v.01'),1,The flag hung on the wall,Synset('overhang.v.02'),2,This huge rock beetles over the edge of the town,1
13633,Synset('possess.v.01'),2,he possesses great knowledge about the Middle East,Synset('exhibit.v.01'),3,he exhibits a great talent,1
13634,Synset('educate.v.01'),3,We must educate our youngsters better,Synset('home-school.v.01'),5,The parents are home-schooling their daughter,1
13635,Synset('grow.v.02'),4,The problem grew too large for me,Synset('blossom.v.02'),6,Youth blossomed into maturity,1
13636,Synset('desensitize.v.01'),2,The war desensitized many soldiers,Synset('stun.v.03'),3,The news stunned her,1
13637,Synset('discharge.v.02'),2,discharge liquids,Synset('scatter.v.03'),3,He scattered gun powder under the wagon,1
13638,Synset('annex.v.01'),3,Hitler annexed Lithuania,Synset('colonize.v.01'),4,Europeans colonized Africa in the 17th century,1
13639,Synset('impart.v.01'),6,give a secret to the Russians,Synset('typify.v.02'),9,What does the Statue of Liberty symbolize?,1
13640,Synset('chew.v.01'),6,He jawed his bubble gum,Synset('crunch.v.03'),7,The children crunched the celery sticks,1
13641,Synset('bring.v.04'),3,"Get me those books over there, please",Synset('subpoena.v.01'),6,The witness and her records were subpoenaed,1
13642,Synset('pass.v.07'),3,The sports car passed all the trucks,Synset('hop.v.05'),5,He hopped the bush,1
13643,Synset('draw.v.06'),4,She drew an elephant,Synset('rule.v.06'),5,rule the margins,1
13644,Synset('equal.v.01'),1,"One dollar equals 1,000 rubles these days!",Synset('act_as.v.01'),7,This heap of stones will act as a barrier,1
13645,Synset('brood.v.02'),3,The terrible vision brooded over her all day long,Synset('overshadow.v.01'),4,the tragedy overshadowed the couple's happiness,1
13646,Synset('convert.v.02'),2,convert lead into gold,Synset('receive.v.08'),3,receive the incoming radio signals,1
13647,Synset('change.v.01'),1,The advent of the automobile may have altered the growth pattern of the city,Synset('devitalize.v.01'),3,The recession devitalized the economy,1
13648,Synset('discourse.v.01'),9,The author talks about the different aspects of this question,Synset('talk_shop.v.01'),10,"As soon as they met, the linguists started to talk shop",1
13649,Synset('devitalize.v.01'),3,The recession devitalized the economy,Synset('eviscerate.v.04'),4,the compromise among the parties eviscerated the bill that had been proposed,1
13650,Synset('suffice.v.01'),5,A few words would answer,Synset('serve.v.01'),6,The tree stump serves as a table,1
13651,Synset('order.v.05'),4,Order these files,Synset('disentangle.v.02'),5,Can you disentangle the cord?,1
13652,Synset('serve.v.09'),2,He did six years for embezzlement,Synset('admit.v.08'),3,This ticket will admit one adult to the show,1
13653,Synset('price.v.01'),2,The grocer priced his wares high,Synset('rig.v.02'),3,rig prices,1
13654,Synset('take_office.v.01'),2,When will the new President take office?,Synset('accede.v.02'),3,accede to the throne,1
13655,Synset('hit.v.12'),2,he hit his fist on the table,Synset('smash.v.04'),3,She smashed her car against the guard rail,1
13656,Synset('interpret.v.01'),2,What message do you see in this letter?,Synset('misread.v.01'),4,He misread the data,1
13657,Synset('glare.v.03'),2,The sun glared down on us,Synset('beat.v.07'),3,The sun was beating down on us,1
13658,Synset('loosen.v.06'),2,loosen the soil,Synset('scarify.v.03'),3,scarify soil,1
13659,Synset('flush.v.04'),3,level the ground,Synset('strickle.v.01'),4,strickle sand,1
13660,Synset('perform.v.02'),2,Who will perform the wedding?,Synset('officiate.v.01'),3,Who officiated at your wedding?,1
13661,Synset('dress.v.14'),2,dress the victim's wounds,Synset('bandage.v.02'),3,The nurse bandaged a sprained ankle,1
13662,Synset('execute.v.01'),2,"In some states, criminals are executed",Synset('burn.v.08'),3,Witches were burned in Salem,1
13663,Synset('disavow.v.01'),4,Her husband disavowed her after 30 years of marriage and six children,Synset('deny.v.07'),5,Peter denied Jesus,1
13664,Synset('circulate.v.02'),7,spread information,Synset('sow.v.02'),8,sow suspicion or beliefs,1
13665,Synset('impress.v.02'),2,The young chess player impressed her audience,Synset('wow.v.01'),3,The speaker wowed the audience,1
13666,Synset('brace.v.02'),3,brace your elbows while working on the potter's wheel,Synset('guy.v.02'),4,The Italians guyed the Tower of Pisa to prevent it from collapsing,1
13667,Synset('satiate.v.01'),2,I am sated,Synset('cloy.v.02'),3,Too much spicy food cloyed his appetite,1
13668,Synset('furnish.v.02'),4,We furnished the house in the Biedermeyer style,Synset('refurnish.v.01'),5,We refurnished the living room,1
13669,Synset('fall.v.21'),3,The estate fell to my sister,Synset('fall.v.20'),4,The task fell to me,1
13670,Synset('refute.v.01'),5,The speaker refuted his opponent's arguments,Synset('strike.v.07'),8,The auto workers are striking for higher wages,1
13671,Synset('inhabit.v.02'),2,sweet memories inhabit this house,Synset('invade.v.03'),3,the Kudzu plant infests much of the South and is spreading to the North,1
13672,Synset('leave.v.07'),3,The water left a mark on the silk dress,Synset('entail.v.01'),6,The water shortage means that we have to stop taking long showers,1
13673,Synset('bequeath.v.01'),2,My aunt bequeathed me all her jewelry,Synset('hand_down.v.01'),4,This ring was handed down through many generations,1
13674,Synset('seam.v.01'),3,seam a dress,Synset('suture.v.01'),4,suture the wound after surgery,1
13675,Synset('outlaw.v.01'),11,Marijuana is criminalized in the U.S.,Synset('embargo.v.01'),13,embargoed publications,1
13676,Synset('determine.v.03'),1,set the rules,Synset('hive_off.v.01'),5,The unit was hived off from its parent company,1
13677,Synset('vote.v.03'),4,I vote that we all go home,Synset('vote.v.05'),5,They voted aid for the underdeveloped countries in Asia,1
13678,Synset('surfboard.v.01'),3,Californians love to surf,Synset('windsurf.v.01'),4,You cannot windsurf when the air is completely still,1
13679,Synset('sound.v.02'),2,She went `Mmmmm',Synset('pink.v.02'),3,the car pinged when I put in low-octane gasoline,1
13680,Synset('vanish.v.02'),2,The effect vanished when day broke,Synset('clear.v.08'),3,The fog cleared in the afternoon,1
13681,Synset('attend.v.01'),2,She attends class regularly,Synset('offer.v.09'),4,offer prayers to the gods,1
13682,Synset('tend.v.02'),5,She tends to the children,Synset('landscape.v.02'),7,My sons landscapes for corporations and earns a good living,1
13683,Synset('segment.v.01'),3,segment an orange,Synset('syllabify.v.01'),4,syllabify the words,1
13684,Synset('appeal.v.02'),6,appeal to somebody for help,Synset('importune.v.01'),9,I importune you to help them,1
13685,Synset('relax.v.04'),3,A hot bath always relaxes me,Synset('unbend.v.06'),4,unbend the mind from absorbing too much information,1
13686,Synset('go_out.v.02'),2,We never went out when our children were small,Synset('date.v.01'),3,Tonight she is dating a former high school sweetheart,1
13687,Synset('beat.v.15'),2,The bird's wings were flapping,Synset('clap.v.05'),3,the wings of the birds clapped loudly,1
13688,Synset('mass.v.01'),5,Crowds were massing outside the palace,Synset('press.v.06'),6,The crowds pressed along the street,1
13689,Synset('stop.v.03'),2,Block his election,Synset('stay.v.09'),3,The judge stayed the execution order,1
13690,Synset('originate.v.01'),2,A new religious movement originated in that country,Synset('well_up.v.01'),3,Strong emotions welled up,1
13691,Synset('penetrate.v.01'),2,The bullet penetrated her chest,Synset('riddle.v.01'),4,The bullets riddled his body,1
13692,Synset('perfect.v.01'),3,perfect your French in Paris!,Synset('polish.v.03'),4,polish your social manners,1
13693,Synset('get.v.11'),3,We finally got the suspect,Synset('recapture.v.04'),4,recapture the escaped prisoner,1
13694,Synset('score.v.02'),6,score the clay before firing it,Synset('hatch.v.04'),8,hatch the sheet,1
13695,Synset('begin.v.03'),1,The U.S. started a war in the Middle East,Synset('set_off.v.06'),2,The guide set the tour off to a good start,1
13696,Synset('adhere.v.06'),4,Will this wallpaper adhere to the wall?,Synset('ligate.v.02'),6,The enzyme ligated,1
13697,Synset('reciprocate.v.01'),2,We always invite the neighbors and they never reciprocate!,Synset('redound.v.01'),4,Fame redounds to the heroes,1
13698,Synset('help.v.01'),2,Everyone helped out during the earthquake,Synset('mother.v.01'),4,She fusses over her husband,1
13699,Synset('type.v.01'),5,"type the acceptance letter, please",Synset('shift.v.10'),6,She could not shift so all her letters are written in lower case,1
13700,Synset('afflict.v.02'),3,afflict with the plague,Synset('visit.v.08'),4,He was visited with a terrible illness that killed him quickly,1
13701,Synset('dangle.v.01'),2,the ornaments dangled from the tree,Synset('droop.v.02'),3,His tongue lolled,1
13702,Synset('load.v.05'),4,adulterate liquor,Synset('water_down.v.02'),5,They watered down the moonshine,1
13703,Synset('carve.v.01'),4,Carve a flower from the ice,Synset('honeycomb.v.01'),6,The cliffs were honeycombed,1
13704,Synset('nosh.v.01'),3,She never loses weight because she snacks between meals,Synset('browse.v.04'),4,There was so much food at the party that we quickly got sated just by browsing,1
13705,Synset('escape.v.01'),4,The convicted murderer escaped from a high security prison,Synset('shake.v.07'),5,I couldn't shake the car that was following me,1
13706,Synset('enjoy.v.01'),1,She relished her fame and basked in her glory,Synset('feast_one's_eyes.v.01'),2,She feasted her eyes on the Tuscan landscape,1
13707,Synset('frequent.v.02'),3,She haunts the ballet,Synset('hang_out.v.01'),4,She hangs out at the corner cafe,1
13708,Synset('break_up.v.16'),4,The plate fragmented,Synset('bruise.v.03'),6,bruise the berries with a wooden spoon and strain them,1
13709,Synset('start.v.10'),1,Take up a position,Synset('assume.v.02'),3,When will the new President assume office?,1
13710,Synset('neglect.v.01'),1,How could I miss that typo?,Synset('jump.v.13'),2,He skipped a row in the text and so the sentence was incomprehensible,1
13711,Synset('depress.v.01'),2,These news depressed her,Synset('chill.v.01'),3,The news of the city's surrender chilled the soldiers,1
13712,Synset('give.v.20'),4,She gave him First Aid,Synset('administer.v.02'),5,administer the last unction,1
13713,Synset('traverse.v.01'),3,The caravan covered almost 100 miles each day,Synset('hop.v.04'),4,Hop the Pacific Ocean,1
13714,Synset('proof.v.05'),3,proof the materials against shrinking in the dryer,Synset('goofproof.v.01'),4,foolproof this appliance,1
13715,Synset('strangle.v.01'),2,he tried to strangle his opponent,Synset('garrote.v.01'),3,people were garrotted during the Inquisition in Spain,1
13716,Synset('consign.v.02'),4,consign your baggage,Synset('check.v.12'),5,check your luggage before boarding,1
13717,Synset('herd.v.03'),4,Who will be herding the cattle when the cowboy dies?,Synset('wrangle.v.02'),5,wrangle horses,1
13718,Synset('freeze.v.04'),2,Freeze the leftover food,Synset('deep_freeze.v.01'),3,deep-freeze the food,1
13719,Synset('fear.v.02'),1,I fear the winters in Moscow,Synset('panic.v.01'),2,The students panicked when told that final exams were less than a week away,1
13720,Synset('overstate.v.01'),6,tended to romanticize and exaggerate this `gracious Old South' imagery,Synset('glorify.v.04'),8,You are glorifying a rather mediocre building,1
13721,Synset('hit.v.01'),3,hit a ball,Synset('drive.v.18'),4,drive a ball,1
13722,Synset('militarize.v.01'),2,militarize Germany again after the war,Synset('remilitarize.v.01'),3,Should Japan be remilitarized?,1
13723,Synset('give.v.08'),1,What will you give her for her birthday?,Synset('endow.v.02'),2,"When she got married, she got dowered",1
13724,Synset('twist.v.04'),3,The cord is all twisted,Synset('pleach.v.02'),5,pleach a hedge,1
13725,Synset('move.v.07'),2,the debate moved from family values to the economy,Synset('sink.v.03'),3,He sank into nirvana,1
13726,Synset('flash.v.01'),3,The lights were flashing,Synset('flicker.v.03'),4,The lights flicked on and off,1
13727,Synset('absorb.v.09'),4,Her interest in butterflies absorbs her completely,Synset('rivet.v.03'),5,The discovery of the skull riveted the paleontologists,1
13728,Synset('cleanse.v.01'),5,clean up before you see your grandparents,Synset('scrub.v.02'),7,surgeons must scrub prior to an operation,1
13729,Synset('represent.v.09'),3,The painter represented his wife as a young girl,Synset('rule.v.06'),5,rule the margins,1
13730,Synset('bathe.v.03'),6,The child should bathe every day,Synset('foment.v.02'),7,His legs should be fomented,1
13731,Synset('barricade.v.01'),4,block the way,Synset('close.v.14'),5,"Due to the accident, the road had to be closed for several hours",1
13732,Synset('flare_up.v.01'),3,the fire flared up and died down once again,Synset('kindle.v.01'),4,"The dried grass of the prairie kindled, spreading the flames for miles",1
13733,Synset('harden.v.02'),2,The cold hardened the butter,Synset('callus.v.01'),3,The long march had callused his feet,1
13734,Synset('deposit.v.02'),3,She deposits her paycheck every month,Synset('redeposit.v.01'),4,redeposit a cheque,1
13735,Synset('pay.v.11'),4,pay a debt,Synset('pay_up.v.01'),5,"pay up, please!",1
13736,Synset('repose_on.v.01'),2,What's this new evidence based on?,Synset('owe.v.02'),3,This new theory owes much to Einstein's Relativity Theory,1
13737,Synset('dispose.v.01'),4,She disposed of her parents' possessions,Synset('redispose.v.01'),5,The goods were redisposed at a great loss,1
13738,Synset('inform.v.01'),4,I informed him of his rights,Synset('air.v.03'),7,We cannot air this X-rated song,1
13739,Synset('contribute.v.02'),3,I gave at the office,Synset('combine.v.04'),4,combine resources,1
13740,Synset('serve.v.09'),2,He did six years for embezzlement,Synset('admit.v.08'),3,This ticket will admit one adult to the show,1
13741,Synset('perplex.v.01'),3,This beats me!,Synset('defy.v.02'),5,This behavior defies explanation,1
13742,Synset('become.v.02'),3,The water turned into ice,Synset('reduce.v.06'),4,The proposal boils down to a compromise,1
13743,Synset('spoil.v.02'),3,the meat must be eaten before it spoils,Synset('addle.v.02'),4,addled eggs,1
13744,Synset('beg.v.01'),8,I beg you to stop!,Synset('supplicate.v.01'),9,He supplicated the King for clemency,1
13745,Synset('gear.v.01'),3,She pitched her speech to the teenagers in the audience,Synset('popularize.v.02'),4,Carl Sagan popularized cosmology in his books,1
13746,Synset('extort.v.02'),8,They extorted money from the executive by threatening to reveal his past to the company boss,Synset('bleed.v.03'),9,They bled me dry--I have nothing left!,1
13747,Synset('eat.v.01'),3,She was eating a banana,Synset('tuck_in.v.01'),5,My son tucked in a whole pizza,1
13748,Synset('complicate.v.02'),2,refine a design or pattern,Synset('involve.v.07'),3,The situation was rather involved,1
13749,Synset('praise.v.01'),4,The parents praised their children for their academic performance,Synset('lighten.v.01'),7,the conversation lightened me up a bit,1
13750,Synset('harmonize.v.04'),4,harmonize the different interests,Synset('proportion.v.01'),5,harmonize a building with those surrounding it,1
13751,Synset('duplicate.v.01'),3,He could never replicate his brilliant performance of the magic trick,Synset('reduplicate.v.01'),4,The consonant reduplicates after a short vowel,1
13752,Synset('believe.v.01'),4,I believed his report,Synset('swallow.v.08'),5,Am I supposed to swallow that story?,1
13753,Synset('align.v.04'),3,align the wheels of my car,Synset('misalign.v.01'),4,the elements of the turbine were misaligned,1
13754,Synset('alarm.v.02'),6,The empty house alarmed him,Synset('wake.v.04'),7,His words woke us to terrible facts of the situation,1
13755,Synset('line.v.01'),3,trees line the riverbank,Synset('rim.v.01'),4,Sugar rimmed the dessert plate,1
13756,Synset('show.v.08'),2,His good upbringing really shows,Synset('register.v.07'),3,Her surprise did not register,1
13757,Synset('remind.v.01'),1,Remind me to call Mother,Synset('commemorate.v.03'),2,This sculpture commemorates the victims of the concentration camps,1
13758,Synset('sharpen.v.01'),2,sharpen the knives,Synset('edge.v.04'),3,edge a blade,1
