,id,synset1,depth1,sentence1,synset2,depth2,sentence2,specific
15697,15698,Synset('typify.v.02'),9,What does the Statue of Liberty symbolize?,Synset('typify.v.01'),10,The fugue typifies Bach's style of composition,1
15698,15699,Synset('stand_back.v.02'),4,He stood back to look at her,Synset('stand.v.01'),3,We had to stand for the entire performance!,0
15699,15700,Synset('semi-automatize.v.01'),3,Can we semi-automatize the semantic tagging process?,Synset('automatize.v.02'),2,automatize the production,0
15700,15701,Synset('focus.v.05'),3,Please focus the image; we cannot enjoy the movie,Synset('refocus.v.03'),4,refocus the image until it is very sharp,1
15701,15702,Synset('conflict.v.02'),6,He ran afoul of the law,Synset('transgress.v.01'),5,offend all laws of humanity,0
15702,15703,Synset('rise.v.04'),3,The building rose before them,Synset('loom.v.02'),4,The huge sculpture predominates over the fountain,1
15703,15704,Synset('stretch.v.06'),4,"To enjoy the picnic, we stretched out on the grass",Synset('lie_down.v.01'),3,lie down on the bed until you feel better,0
15704,15705,Synset('boil_over.v.01'),4,The milk is boiling over,Synset('boil.v.01'),3,Water boils at 100 degrees Celsius,0
15705,15706,Synset('portray.v.04'),4,The father is portrayed as a good-looking man in this painting,Synset('commend.v.02'),5,His paintings commend him to the artistic world,1
15706,15707,Synset('telecast.v.01'),8,The Royal wedding was televised,Synset('tell.v.02'),5,Tell them that you will be late,0
15707,15708,Synset('turn.v.20'),3,The pedophile turned to boys for satisfaction,Synset('take_up.v.03'),4,He took up herpetology at the age of fifty,1
15708,15709,Synset('separate.v.12'),2,The two pieces that we had glued separated,Synset('segregate.v.02'),3,Many towns segregated into new counties,1
15709,15710,Synset('increase.v.01'),3,The amount of work increased,Synset('lengthen.v.02'),5,"In Spring, the days lengthen",1
15710,15711,Synset('mention.v.01'),4,His name was mentioned in connection with the invention,Synset('drag_up.v.01'),5,Drag up old stories,1
15711,15712,Synset('spud.v.01'),5,The well was spudded in April,Synset('bore.v.02'),4,"don't drill here, there's a gas pipe",0
15712,15713,Synset('bring.v.10'),4,The noise and the screaming brought the curious,Synset('attract.v.01'),3,Her good looks attract the stares of many men,0
15713,15714,Synset('revive.v.04'),5,He revived this style of opera,Synset('regenerate.v.04'),4,The week at the spa restored me,0
15714,15715,Synset('overexpose.v.02'),5,"As a child, I was overexposed to French movies",Synset('expose.v.01'),4,Expose your students to art,0
15715,15716,Synset('empty.v.02'),3,The room emptied,Synset('flow_away.v.01'),4,The water flowed off from the pipe,1
15716,15717,Synset('mummify.v.01'),3,mummified ideas and institutions should be gotten rid of,Synset('continue.v.03'),2,preserve the peace in the family,0
15717,15718,Synset('roll.v.13'),4,The ship rolled on the heavy seas,Synset('rock.v.01'),3,the ship was rocking,0
15718,15719,Synset('deify.v.01'),6,These young men deify financial success,Synset('idealize.v.01'),5,She idealized her husband after his death,0
15719,15720,Synset('lock.v.03'),3,The therapist noticed that the patient's knees tended to lock in this exercise,Synset('engage.v.06'),2,make sure the gear is engaged,0
15720,15721,Synset('read.v.03'),5,The King will read the proclamation at noon,Synset('dictate.v.02'),6,He dictated a report to his secretary,1
15721,15722,Synset('indulge.v.01'),1,The writer indulged in metaphorical language,Synset('wallow.v.01'),2,Wallow in luxury,1
15722,15723,Synset('patent.v.01'),4,Should I patent this invention?,Synset('procure.v.01'),3,He procured extra cigarettes even though they were rationed,0
15723,15724,Synset('lift.v.19'),4,The floor is lifting slowly,Synset('heave.v.07'),3,The highway buckled during the heat wave,0
15724,15725,Synset('crack.v.01'),2,The glass cracked when it was heated,Synset('chap.v.01'),4,My lips chap in this dry weather,1
15725,15726,Synset('get_even.v.02'),3,I cannot accept the defeat--I want to get even,Synset('pay_back.v.02'),4,We'll get them!,1
15726,15727,Synset('trust.v.06'),4,don't trust my ex-wife; I won't pay her debts anymore,Synset('lend.v.02'),3,I will lend you my car,0
15727,15728,Synset('adhere.v.02'),5,They adhered to their plan,Synset('follow_through.v.02'),4,Did he go through with the treatment?,0
15728,15729,Synset('contest.v.01'),8,They contested the outcome of the race,Synset('call.v.20'),10,He deserves to be called on that,1
15729,15730,Synset('unload.v.02'),3,unload the truck,Synset('empty.v.04'),2,Empty the water,0
15730,15731,Synset('purse.v.02'),5,purse ones's lips,Synset('contract.v.06'),4,The heat contracted the woollen garment,0
15731,15732,Synset('dissect.v.01'),4,dissect the bodies for analysis,Synset('anatomize.v.01'),5,anatomize the bodies of the victims of this strange disease,1
15732,15733,Synset('reseat.v.02'),5,reseat Carnegie Hall,Synset('seat.v.05'),4,seat a concert hall,0
15733,15734,Synset('win.v.01'),1,He won the Gold Medal in skating,Synset('carry.v.11'),2,The senator carried his home state,1
15734,15735,Synset('parade.v.01'),4,She parades her new husband around town,Synset('walk.v.09'),3,He walks the horse up the mountain,0
15735,15736,Synset('recede.v.03'),2,the unhappy memories of her childhood receded as she grew older,Synset('ebb.v.03'),3,The patient's strength ebbed away,1
15736,15737,Synset('meet.v.07'),3,We assembled in the church basement,Synset('pour.v.02'),5,people were pouring out of the theater,1
15737,15738,Synset('stem.v.03'),3,staunch the blood flow,Synset('check.v.23'),2,He checked the flow of water by shutting off the main valve,0
15738,15739,Synset('phrase.v.02'),5,phrase a musical passage,Synset('arrange.v.07'),4,arrange my schedule,0
15739,15740,Synset('get.v.03'),3,He got his squad on the ball,Synset('make.v.02'),2,get someone mad,0
15740,15741,Synset('freak_out.v.01'),3,"When he saw the accident, he freaked out",Synset('fear.v.02'),1,I fear the winters in Moscow,0
15741,15742,Synset('tuck_in.v.01'),5,My son tucked in a whole pizza,Synset('eat.v.01'),3,She was eating a banana,0
15742,15743,Synset('challenge.v.01'),9,She challenged his claims,Synset('call.v.20'),10,He deserves to be called on that,1
15743,15744,Synset('serve.v.11'),5,He was processed by the sheriff,Synset('subpoena.v.01'),6,The witness and her records were subpoenaed,1
15744,15745,Synset('continue.v.10'),2,The bad weather continued for two more weeks,Synset('carry.v.09'),3,The civil war carried into the neighboring province,1
15745,15746,Synset('locate.v.01'),3,Can you locate your cousins in the Midwest?,Synset('unearth.v.01'),4,The CIA unearthed a plot to kill the President,1
15746,15747,Synset('cast.v.03'),3,He cast a young woman in the role of Desdemona,Synset('recast.v.01'),4,He was recast as Iago,1
15747,15748,Synset('puncture.v.01'),4,puncture a tire,Synset('scarify.v.01'),5,The men in some African tribes scarify their faces,1
15748,15749,Synset('roast.v.01'),4,roast the turkey,Synset('pan_roast.v.01'),5,pan-roast that meat,1
15749,15750,Synset('flim-flam.v.01'),7,We tricked the teacher into thinking that class would be cancelled next week,Synset('snooker.v.01'),8,He was snookered by the con-man's smooth talk,1
15750,15751,Synset('go_off.v.04'),2,Our power went off during the hurricane,Synset('stop.v.01'),1,the car stopped,0
15751,15752,Synset('spill.v.03'),2,spill the beans all over the table,Synset('seed.v.01'),3,The dandelions went to seed,1
15752,15753,Synset('authorize.v.01'),5,Clear the manuscript for publication,Synset('accredit.v.01'),7,The Regents officially recognized the new educational institution,1
15753,15754,Synset('warn.v.01'),5,The director warned him that he might be fired,Synset('inform.v.01'),4,I informed him of his rights,0
15754,15755,Synset('hold_on.v.02'),4,Hold on a moment!,Synset('interrupt.v.04'),3,She interrupted her pregnancy,0
15755,15756,Synset('overshadow.v.03'),3,The tall tree overshadowed the house,Synset('obscure.v.01'),2,The stars are obscured by the clouds,0
15756,15757,Synset('sew.v.02'),5,Can the seamstress sew me a suit by next week?,Synset('make.v.15'),3,make a dress,0
15757,15758,Synset('jump.v.04'),5,Prices jumped overnight,Synset('wax.v.02'),4,Sales were climbing after prices were lowered,0
15758,15759,Synset('breathe.v.02'),2,Every creature that breathes,Synset('exist.v.02'),1,he could barely exist on such a low wage,0
15759,15760,Synset('ditch.v.01'),3,ditch a lover,Synset('leave.v.02'),1,She left a mess when she moved out,0
15760,15761,Synset('urge.v.01'),8,I urged him to finish his studies,Synset('sermonize.v.01'),10,This man always sermonizes,1
15761,15762,Synset('watch.v.01'),1,watch a basketball game,Synset('track.v.02'),3,track a missile,1
15762,15763,Synset('put.v.04'),2,She put too much emphasis on her the last statement,Synset('repose.v.01'),3,These philosophers reposed the law in the people,1
15763,15764,Synset('reason.v.01'),2,We reasoned that it was cheaper to rent than to buy a house,Synset('gather.v.04'),3,I gather you have not done your homework,1
15764,15765,Synset('jaundice.v.01'),4,Jealousy had jaundiced his judgment,Synset('deform.v.05'),3,His body was deformed by leprosy,0
15765,15766,Synset('disbar.v.01'),6,The corrupt lawyer was disbarred,Synset('disqualify.v.02'),5,She was disqualified for the Olympics because she was a professional athlete,0
15766,15767,Synset('feed.v.06'),2,This dog doesn't eat certain kinds of meat,Synset('crop.v.05'),3,the herd was grazing,1
15767,15768,Synset('patent.v.01'),4,Should I patent this invention?,Synset('obtain.v.01'),2,How did you obtain the visa?,0
15768,15769,Synset('speculate.v.04'),6,"I bought this house not because I want to live in it but to sell it later at a good price, so I am speculating",Synset('transfer.v.05'),1,I transferred my stock holdings to my children,0
15769,15770,Synset('skid.v.01'),4,the car skidded in the curve on the wet road,Synset('skid.v.04'),3,the wheels skidded against the sidewalk,0
15770,15771,Synset('narrow.v.01'),2,The selection was narrowed,Synset('bottleneck.v.02'),3,"Right by the bridge, the road bottlenecks",1
15771,15772,Synset('blast.v.04'),4,the air conditioning was blasting cold air at us,Synset('blow.v.13'),3,Blow my hair dry,0
15772,15773,Synset('inflict.v.01'),4,The principal visited his rage on the students,Synset('give.v.41'),5,She gave the boy a good spanking,1
15773,15774,Synset('declare.v.01'),3,He declared that he needed more money to carry out the task he was charged with,Synset('opine.v.01'),4,John spoke up at the meeting,1
15774,15775,Synset('treadle.v.01'),4,the brick maker treadles over clay to pick out the stones,Synset('tread.v.02'),3,The soldiers trampled across the fields,0
15775,15776,Synset('kill.v.09'),1,AIDS has killed thousands in Africa,Synset('strike_down.v.02'),2,The disease struck down many young men in the village,1
15776,15777,Synset('knock.v.06'),5,The paper criticized the new movie,Synset('call_on_the_carpet.v.01'),6,The mother scolded the child for entering a stranger's car,1
15777,15778,Synset('dull.v.07'),5,Middle age dulled her appetite for travel,Synset('cloud.v.08'),6,The chemical clouded the liquid to which it was added,1
15778,15779,Synset('staff.v.01'),4,This position is not always staffed,Synset('man.v.02'),5,We cannot man all the desks,1
15779,15780,Synset('walk.v.02'),3,I'll walk you to your car,Synset('march.v.02'),4,The Japanese marched their prisoners through Manchuria,1
15780,15781,Synset('get.v.22'),3,What did you get at the toy store?,Synset('buy.v.01'),2,The family purchased a new car,0
15781,15782,Synset('catch.v.04'),3,Catch the ball!,Synset('seize.v.06'),5,strike a fish,1
15782,15783,Synset('rout_up.v.01'),3,What did you rout out in the library?,Synset('find.v.03'),2,Did you find your glasses?,0
15783,15784,Synset('agree.v.06'),3,White wine doesn't agree with me,Synset('suit.v.02'),2,This time suits me,0
15784,15785,Synset('stock.v.06'),4,stock the larder with meat,Synset('restock.v.01'),5,He restocked his land with pheasants,1
15785,15786,Synset('shop.v.01'),3,She goes shopping every Friday,Synset('market.v.02'),4,We go marketing every Saturday,1
15786,15787,Synset('audition.v.01'),4,She auditioned for a role on Broadway,Synset('read.v.09'),5,He is auditioning for `Julius Caesar' at Stratford this year,1
15787,15788,Synset('tile.v.01'),2,tile the wall and the floor of the bathroom,Synset('tessellate.v.02'),3,tessellate the kitchen floor,1
15788,15789,Synset('enumerate.v.01'),4,She enumerated the many obstacles she had encountered,Synset('list.v.01'),5,List the states west of the Mississippi,1
15789,15790,Synset('shape.v.03'),2,shape the dough,Synset('steamroll.v.04'),4,steamroll the roads,1
15790,15791,Synset('toy.v.02'),4,She played nervously with her wedding ring,Synset('handle.v.04'),2,Don't handle the merchandise,0
15791,15792,Synset('slink.v.01'),3,I saw a cougar slinking toward its prey,Synset('walk.v.01'),2,"Walk, don't run!",0
15792,15793,Synset('catch.v.09'),3,I have to catch a train at 7 o'clock,Synset('get.v.27'),4,She got the bus just as it was leaving,1
15793,15794,Synset('glue.v.02'),5,His eyes were glued on her,Synset('fasten.v.02'),4,This dress fastens in the back,0
15794,15795,Synset('restore.v.01'),4,restore the forest to its original pristine condition,Synset('decompress.v.01'),5,decompress data,1
15795,15796,Synset('cover.v.11'),2,The President covered the fact that he bugged the offices in the White House,Synset('whitewash.v.01'),3,Let's not whitewash the crimes of Stalin,1
15796,15797,Synset('flutter.v.03'),3,The seagulls fluttered overhead,Synset('beat.v.08'),2,The bird flapped its wings,0
15797,15798,Synset('cream.v.03'),3,She creams her face every night,Synset('put_on.v.07'),2,She applied paint to the back of the house,0
15798,15799,Synset('blind.v.02'),2,The criminals were punished and blinded,Synset('abacinate.v.01'),3,The prisoners were abacinated by their captors,1
15799,15800,Synset('limber.v.02'),5,The violist limbered her wrists before the concert,Synset('warm_up.v.04'),4,The coach warmed up the players before the game,0
15800,15801,Synset('overestimate.v.01'),3,He overestimated his own powers,Synset('overcapitalize.v.02'),4,overcapitalize a property,1
15801,15802,Synset('consult.v.01'),5,Consult your local broker,Synset('ask.v.01'),4,I asked about their special today,0
15802,15803,Synset('necessitate.v.01'),1,It takes nerve to do what she did,Synset('cry_out_for.v.01'),2,This question cries out for an answer,1
15803,15804,Synset('tyrannize.v.02'),7,her husband and mother-in-law tyrannize her,Synset('strong-arm.v.02'),6,Her big brother always bullied her when she was young,0
15804,15805,Synset('surprise.v.01'),2,The news really surprised me,Synset('shock.v.01'),3,I was floored when I heard that I was promoted,1
15805,15806,Synset('whip.v.03'),4,The tall grass whipped in the wind,Synset('convulse.v.03'),3,The feverish patient thrashed around in his bed,0
15806,15807,Synset('puncture.v.01'),4,puncture a tire,Synset('pierce.v.05'),3,The needle pierced her flesh,0
15807,15808,Synset('instruct.v.03'),5,Have the students been apprised of the tuition hike?,Synset('point_the_way.v.01'),7,The sign pointed the way to London,1
15808,15809,Synset('soften.v.06'),2,This liquid will soften your laundry,Synset('mellow.v.01'),3,Age and experience mellowed him over the years,1
15809,15810,Synset('come.v.03'),2,The first success came three days later,Synset('happen.v.01'),1,What is happening?,0
15810,15811,Synset('harmonize.v.01'),3,The colors don't harmonize,Synset('blend.v.02'),4,This flavor will blend with those in your dish,1
15811,15812,Synset('sluice.v.02'),4,sluice the earth,Synset('drench.v.04'),3,souse water on his hot face,0
15812,15813,Synset('gear.v.01'),3,She pitched her speech to the teenagers in the audience,Synset('popularize.v.02'),4,Carl Sagan popularized cosmology in his books,1
15813,15814,Synset('burrow.v.01'),3,burrow through the forest,Synset('dig.v.01'),2,Dig we must,0
15814,15815,Synset('race.v.02'),2,he is running the Marathon this year,Synset('stump.v.03'),4,the candidate stumped the Northeast,1
15815,15816,Synset('plead.v.01'),7,I pleaded with him to stop,Synset('besiege.v.03'),10,The press photographers besieged the movie star,1
15816,15817,Synset('converge.v.01'),1,The lines converge at this point,Synset('breast.v.01'),2,The runner breasted the tape,1
15817,15818,Synset('lather.v.02'),5,The shaving cream lathered,Synset('foam.v.01'),4,The boiling soup was frothing,0
15818,15819,Synset('wish.v.02'),2,Do you care to try this dish?,Synset('please.v.02'),3,he could do many things if he pleased,1
15819,15820,Synset('crash.v.03'),4,the plane crashed into the ocean,Synset('collide.v.03'),3,The cars collided,0
15820,15821,Synset('carry.v.34'),5,This land will carry ten cows to the acre,Synset('nourish.v.01'),4,We sustained ourselves on bread and water,0
15821,15822,Synset('recapitulate.v.01'),8,Let's recapitulate the main ideas,Synset('retrograde.v.04'),9,retrograde arguments,1
15822,15823,Synset('shave.v.02'),4,trim my beard,Synset('fleece.v.02'),5,shear sheep,1
15823,15824,Synset('sober_up.v.02'),4,"After thinking about the potential consequences of his plan, he sobered up",Synset('become.v.01'),3,He became annoyed when he heard the bad news,0
15824,15825,Synset('blast.v.06'),3,blast a tunnel through the Alps,Synset('cut.v.06'),2,cut a hole,0
15825,15826,Synset('add.v.01'),4,We added two students to that dorm room,Synset('quote.v.04'),6,Here the author is quoting his colleague,1
15826,15827,Synset('deck.v.02'),3,deck the halls with holly,Synset('plume.v.03'),4,a plumed helmet,1
15827,15828,Synset('elude.v.02'),4,What you are seeing in him eludes me,Synset('defy.v.02'),5,This behavior defies explanation,1
15828,15829,Synset('follow.v.07'),4,Follow a pattern,Synset('go_by.v.04'),5,Go by this rule and you'll be safe,1
15829,15830,Synset('aerosolize.v.02'),4,the bacteria quickly aerosolised,Synset('disperse.v.04'),3,The crowds dispersed,0
15830,15831,Synset('loosen.v.06'),2,loosen the soil,Synset('scarify.v.03'),3,scarify soil,1
15831,15832,Synset('potentiate.v.01'),6,potentiate the drug,Synset('enhance.v.01'),5,This will enhance your enjoyment,0
15832,15833,Synset('relegate.v.04'),4,How should algae be classified?,Synset('assign.v.08'),3,The biologist assigned the mushroom to the proper class,0
15833,15834,Synset('locate.v.01'),3,Can you locate your cousins in the Midwest?,Synset('unearth.v.01'),4,The CIA unearthed a plot to kill the President,1
15834,15835,Synset('freeze.v.01'),2,When he saw the police car he froze,Synset('fixate.v.04'),3,Her eyes fixated on a point on the horizon,1
15835,15836,Synset('peroxide.v.01'),5,She must peroxide her hair-it looks unnaturally blond,Synset('bleach.v.02'),4,bleach the laundry,0
15836,15837,Synset('itemize.v.02'),5,itemize one's tax deductions,Synset('number.v.03'),4,We must number the names of the great mathematicians,0
15837,15838,Synset('aim.v.01'),4,Please don't aim at your little brother!,Synset('turn.v.23'),5,She turned a smile on me,1
15838,15839,Synset('ridge.v.04'),4,ridge the soil,Synset('spade.v.01'),3,I spade compost into the flower beds,0
15839,15840,Synset('ask.v.04'),7,We require our secretary to be on time,Synset('call.v.19'),8,Call a bond,1
15840,15841,Synset('blend.v.02'),4,This flavor will blend with those in your dish,Synset('harmonize.v.01'),3,The colors don't harmonize,0
15841,15842,Synset('breed.v.04'),3,pandas rarely breed in captivity,Synset('reproduce.v.02'),2,The Bible tells people to procreate,0
15842,15843,Synset('broadcast.v.02'),4,broadcast seeds,Synset('sow.v.01'),3,She sowed sunflower seeds,0
15843,15844,Synset('stun.v.03'),3,The news stunned her,Synset('desensitize.v.01'),2,The war desensitized many soldiers,0
15844,15845,Synset('cut_away.v.01'),3,`cut away now!' the director shouted,Synset('cut.v.17'),2,cut from one scene to another,0
15845,15846,Synset('spatter.v.01'),4,The mother splashed the baby's face with water,Synset('slosh.v.03'),5,slosh paint all over the walls,1
15846,15847,Synset('ruin.v.04'),3,The country lay ruined after the war,Synset('lay_waste_to.v.01'),2,The enemy lay waste to the countryside after the invasion,0
15847,15848,Synset('ship.v.05'),3,ship the cargo in the hold of the vessel,Synset('reship.v.01'),4,reship the cargo,1
15848,15849,Synset('turn_a_nice_dime.v.01'),4,The company turned a nice dime after a short time,Synset('profit.v.02'),3,The company has not profited from the merger,0
15849,15850,Synset('dismiss.v.01'),4,She dismissed his advances,Synset('scoff.v.02'),5,flout the rules,1
15850,15851,Synset('drop.v.18'),6, New Englanders drop their post-vocalic r's,Synset('exclude.v.01'),4,The bad results were excluded from the report,0
15851,15852,Synset('dock.v.01'),2,the ship docked,Synset('moor.v.02'),3,the big ship wharfed in the evening,1
15852,15853,Synset('subside.v.02'),6,the valleys subside,Synset('dip.v.08'),5,The sun dipped below the horizon,0
15853,15854,Synset('reshoot.v.01'),6,We had to reshoot that scene 24 times,Synset('film.v.01'),5,take a scene,0
15854,15855,Synset('electrocute.v.01'),2,She dropped the hair dryer into the bathtub and was instantly electrocuted,Synset('kill.v.10'),1,She was killed in the collision of three cars,0
15855,15856,Synset('squeeze_out.v.01'),3,Some employees were squeezed out by the recent budget cuts,Synset('displace.v.03'),2,The boss fired his secretary today,0
15856,15857,Synset('forge.v.01'),5,hammer the silver into a bowl,Synset('beat.v.05'),4,beat swords into ploughshares,0
15857,15858,Synset('vote.v.05'),5,They voted aid for the underdeveloped countries in Asia,Synset('vote.v.03'),4,I vote that we all go home,0
15858,15859,Synset('overstate.v.01'),6,tended to romanticize and exaggerate this `gracious Old South' imagery,Synset('glorify.v.04'),8,You are glorifying a rather mediocre building,1
15859,15860,Synset('stream.v.02'),4,She was streaming with sweat,Synset('exude.v.01'),3,exude sweat through the pores,0
15860,15861,Synset('invade.v.03'),3,the Kudzu plant infests much of the South and is spreading to the North,Synset('inhabit.v.02'),2,sweet memories inhabit this house,0
15861,15862,Synset('premise.v.01'),9,He premised these remarks so that his readers might understand,Synset('set_forth.v.01'),8,set forth one's reasons,0
15862,15863,Synset('misread.v.02'),4,I misread Hamlet all my life!,Synset('take.v.06'),3,I read this address as a satire,0
15863,15864,Synset('scrape.v.01'),3,The cat scraped at the armchair,Synset('paw.v.01'),4,The bear pawed the door,1
15864,15865,Synset('consign.v.02'),4,consign your baggage,Synset('pledge.v.04'),5,I pledge my honor,1
15865,15866,Synset('power-dive.v.01'),4,The airplane power-dived,Synset('dive.v.01'),3,the stock market plunged,0
15866,15867,Synset('besiege.v.03'),10,The press photographers besieged the movie star,Synset('importune.v.01'),9,I importune you to help them,0
15867,15868,Synset('land.v.05'),3,He landed several blows on his opponent's head,Synset('deliver.v.09'),2,deliver an attack,0
15868,15869,Synset('exercise.v.04'),1,She works out in the gym every day,Synset('tone.v.05'),2,Let's tone our muscles,1
15869,15870,Synset('schnorr.v.01'),7,he is always shnorring cigarettes from his friends,Synset('beg.v.03'),6,beg money and food,0
15870,15871,Synset('probe.v.02'),3,probe an anthill,Synset('gutter.v.03'),4,The heavy rain guttered the soil,1
15871,15872,Synset('hope.v.01'),3,I trust you will behave better from now on,Synset('wish.v.01'),2,I wish I could go home now,0
15872,15873,Synset('mature.v.01'),6,He matured fast,Synset('ripen.v.02'),7,The plums ripen in July,1
15873,15874,Synset('discontinue.v.02'),2,the support from our sponsoring agency will discontinue after March 31,Synset('run_out.v.04'),3,My passports expired last month,1
15874,15875,Synset('dampen.v.05'),4,muffle the message,Synset('dampen.v.07'),3,soften a shock,0
15875,15876,Synset('yelp.v.01'),3,the puppies yelped,Synset('bark.v.04'),2,The dogs barked at the stranger,0
15876,15877,Synset('freshen.v.02'),2,She freshened up after the tennis game,Synset('wash_up.v.01'),3,She freshened up in the bathroom,1
15877,15878,Synset('droop.v.02'),3,His tongue lolled,Synset('dangle.v.01'),2,the ornaments dangled from the tree,0
15878,15879,Synset('bed-hop.v.01'),6,His wife bed hops,Synset('sleep_together.v.01'),4,This student sleeps with everyone in her dorm,0
15879,15880,Synset('mystify.v.02'),3,mystify the story,Synset('obscure.v.05'),2,a hidden message,0
15880,15881,Synset('succeed.v.02'),1,Carter followed Ford,Synset('substitute.v.03'),3,She stood in for the soprano who suffered from a cold,1
15881,15882,Synset('discover.v.07'),1,Who discovered the North Pole?,Synset('rediscover.v.01'),2,I rediscovered the books that I enjoyed as a child,1
15882,15883,Synset('re-assume.v.01'),3,He re-assumed his old behavior,Synset('assume.v.03'),2,His voice took on a sad tone,0
15883,15884,Synset('ladle.v.02'),2,ladle the water out of the bowl,Synset('slop.v.03'),3,slop the food onto the plate,1
15884,15885,Synset('nag.v.02'),5,nagging concerns and doubts,Synset('worry.v.03'),4,I cannot sleep--my daughter's health is worrying me,0
15885,15886,Synset('earth.v.02'),3,earth the circuit,Synset('ground.v.11'),2,ground the electrical connections for safety reasons,0
15886,15887,Synset('hedge.v.02'),4,The animals were hedged in,Synset('hem_in.v.01'),3,The building was hemmed in by flowers,0
15887,15888,Synset('wax.v.01'),2,wax the car,Synset('beeswax.v.01'),3,Chris beeswaxed the kitchen table,1
15888,15889,Synset('quiz.v.01'),8,The teacher tests us every week,Synset('ask.v.05'),5,Ask your teacher about trigonometry,0
15889,15890,Synset('purse.v.02'),5,purse ones's lips,Synset('contract.v.06'),4,The heat contracted the woollen garment,0
15890,15891,Synset('fuse.v.02'),4,The substances fused at a very high temperature,Synset('liquefy.v.03'),3,the frozen fat liquefied,0
15891,15892,Synset('align.v.01'),3,align the car with the curb,Synset('true.v.01'),4,true up the cylinder of an engine,1
15892,15893,Synset('fill.v.01'),2,fill a container,Synset('top_off.v.02'),3,She topped off the cup,1
15893,15894,Synset('make.v.01'),1,"make love, not war",Synset('oversimplify.v.01'),3,Don't oversimplify the problem,1
15894,15895,Synset('exhaust.v.01'),4,This kind of work exhausts me,Synset('frazzle.v.02'),5,She was frazzled after the visit of her in-laws,1
15895,15896,Synset('strop.v.01'),3,strop razors,Synset('change.v.01'),1,The advent of the automobile may have altered the growth pattern of the city,0
15896,15897,Synset('stream.v.05'),3,Tears streamed down her face,Synset('spin.v.02'),4,The creek spun its course through the woods,1
15897,15898,Synset('ping.v.01'),3,The bugs pinged the lamp shade,Synset('hit.v.02'),2,The car hit a tree,0
15898,15899,Synset('throw.v.06'),3,switch on the light,Synset('kill.v.14'),5,kill the engine,1
15899,15900,Synset('automatize.v.02'),2,automatize the production,Synset('semi-automatize.v.01'),3,Can we semi-automatize the semantic tagging process?,1
15900,15901,Synset('make.v.24'),3,make a mistake,Synset('perpetrate.v.01'),2,perpetrate a crime,0
15901,15902,Synset('sheathe.v.01'),2,sheathe her face,Synset('invaginate.v.01'),3,The chrysalis is invaginated,1
15902,15903,Synset('act.v.10'),4,She acts in this play,Synset('mime.v.02'),5,The acting students mimed eating an apple,1
15903,15904,Synset('knock.v.02'),4,knock on the door,Synset('rap.v.01'),3,rap him on the knuckles,0
15904,15905,Synset('clean_out.v.01'),3,We cleaned out all the drawers,Synset('clinker.v.01'),4,we clinkered the fire frequently,1
15905,15906,Synset('lower.v.02'),3,lower a rating,Synset('devalue.v.02'),2,The tear devalues the painting,0
15906,15907,Synset('reconvene.v.01'),5,The bill will be considered when the Legislature reconvenes next Fall,Synset('convene.v.01'),4,The council convened last week,0
15907,15908,Synset('drown.v.03'),4,The child drowned in the lake,Synset('die.v.01'),3,She died from cancer,0
15908,15909,Synset('systematize.v.01'),5,systematize our scientific knowledge,Synset('digest.v.05'),6,the government digested the entire law into a code,1
15909,15910,Synset('desensitize.v.01'),2,The war desensitized many soldiers,Synset('stun.v.03'),3,The news stunned her,1
15910,15911,Synset('nag.v.03'),2,she nagged to take a vacation,Synset('remind.v.01'),1,Remind me to call Mother,0
15911,15912,Synset('untie.v.01'),4,They untied the prisoner,Synset('unlash.v.01'),5,unlash the horse,1
15912,15913,Synset('darken.v.01'),2,The sky darkened,Synset('overcloud.v.01'),3,The sky clouded over,1
15913,15914,Synset('vandalize.v.01'),2,vandalize the park,Synset('key.v.03'),3,His new Mercedes was keyed last night in the parking lot,1
15914,15915,Synset('lose.v.02'),1,We lost the battle but we won the war,Synset('go_down.v.06'),2,"If America goes down, the free world will go down, too",1
15915,15916,Synset('twinkle.v.02'),2,Does a constellation twinkle more brightly than a single star?,Synset('shine.v.02'),1,The sun shone bright that day,0
15916,15917,Synset('curl.v.04'),4,"curl my hair, please",Synset('twist.v.03'),3,twist one's head,0
15917,15918,Synset('drive.v.07'),4,She finally drove him to change jobs,Synset('make.v.08'),3,People cannot be made to integrate just by passing a law!,0
15918,15919,Synset('cover.v.17'),4,She is covering for our secretary who is ill this week,Synset('substitute.v.03'),3,She stood in for the soprano who suffered from a cold,0
15919,15920,Synset('rick.v.01'),5,rick hay,Synset('stack.v.02'),4,heap firewood around the fireplace,0
15920,15921,Synset('install.v.02'),1,the new president was installed immediately after the election,Synset('ordain.v.02'),3,he was ordained in the Church,1
15921,15922,Synset('classify.v.01'),4,How would you classify these pottery shards--are they prehistoric?,Synset('pigeonhole.v.02'),5,I was stereotyped as a lazy Southern European,1
15922,15923,Synset('clear.v.22'),2,clear the patrons from the theater after the bomb threat,Synset('take_out.v.01'),1,The teacher took the children out of the classroom,0
15923,15924,Synset('fixate.v.02'),4,The media are fixating on Princess Diana's death,Synset('attend.v.05'),3,The children in the audience attended the recital quietly,0
15924,15925,Synset('hike.v.02'),3,We were hiking in Colorado,Synset('tramp.v.01'),4,We went tramping about the state of Colorado,1
